Gene,group,annotated,COG_category,COG_description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction
lrp,core,Yes,K,Transcription,lrp,"GO:0000976,GO:0001067,GO:0001101,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006355,GO:0006520,GO:0006522,GO:0006524,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009078,GO:0009080,GO:0009081,GO:0009082,GO:0009098,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016053,GO:0016054,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0042221,GO:0042802,GO:0043200,GO:0043201,GO:0043436,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046394,GO:0046395,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1901698,GO:1901700,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",ko:K03719,-,-,-
infA,core,Yes,J,Tranlsation,infA,"GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",ko:K02518,-,-,-
cspD,core,Yes,K,Transcription,cspD,"GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006275,GO:0006355,GO:0006950,GO:0008150,GO:0008156,GO:0009266,GO:0009409,GO:0009605,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009991,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0042594,GO:0044424,GO:0044444,GO:0044464,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2000113,GO:2001141",ko:K03704,-,-,-
artP,core,Yes,P,Inorganic ion transport and metabolism,artP,"GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015399,GO:0015405,GO:0015424,GO:0015426,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015837,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031263,GO:0032991,GO:0033283,GO:0033284,GO:0034220,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0043090,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055052,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089718,GO:0097638,GO:0098533,GO:0098655,GO:0098656,GO:0098657,GO:0098739,GO:0098796,GO:0098797,GO:1902023,GO:1902475,GO:1902494,GO:1902495,GO:1903400,GO:1903825,GO:1903826,GO:1904949,GO:1905039,GO:1990351,GO:1990822",ko:K10000,"ko02010,map02010",M00229,-
artI,core,Yes,"E,T","Amino Acid metabolis and transport,Signal Transduction",artI,"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464","ko:K09996,ko:K09997,ko:K10014","ko02010,map02010","M00226,M00229",-
ybjO,core,Yes,S,Function Unknown,ybjO,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-
ybjN,core,Yes,S,Function Unknown,ybjN,"GO:0001558,GO:0008150,GO:0009297,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0010639,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0030308,GO:0031344,GO:0031345,GO:0032879,GO:0033043,GO:0040008,GO:0040012,GO:0040013,GO:0043711,GO:0043900,GO:0043901,GO:0044085,GO:0044087,GO:0045926,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051270,GO:0051271,GO:0060491,GO:0065007,GO:0071840,GO:1900190,GO:1900191,GO:1900231,GO:1900232,GO:1902021,GO:1902115,GO:1902116,GO:1902201,GO:1902208,GO:1902209,GO:2000145,GO:2000146",-,-,-,-
ybjM,core,Yes,S,Function Unknown,ybjM,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-
deoR,core,Yes,K,Transcription,deoR,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031333,GO:0043254,GO:0043565,GO:0044087,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000142,GO:2000143,GO:2001141",ko:K11534,-,-,-
rimO,core,Yes,J,Tranlsation,rimO,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0018193,GO:0018197,GO:0018198,GO:0018339,GO:0019538,GO:0035596,GO:0035599,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050497,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901564",ko:K14441,-,-,R10652
ybiT,core,Yes,S,Function Unknown,ybiT,"GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0050896",-,-,-,-
ldtB,core,Yes,M,Cell wall/membrane/envelop biogenesis,ybiS,"GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005575,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008236,GO:0008238,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016746,GO:0016755,GO:0016787,GO:0016807,GO:0017171,GO:0018104,GO:0019538,GO:0030203,GO:0034645,GO:0042546,GO:0042597,GO:0043164,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044464,GO:0070004,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071972,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576","ko:K16291,ko:K19234,ko:K19235,ko:K19236","ko01503,map01503",-,-
mntR,core,Yes,K,Transcription,mntR,"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031334,GO:0032991,GO:0032993,GO:0043254,GO:0043565,GO:0044087,GO:0044089,GO:0044212,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2000142,GO:2000144,GO:2001141",ko:K11924,-,-,-
ompX,core,Yes,M,Cell wall/membrane/envelop biogenesis,ompX,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944",ko:K11934,-,-,-
dps,core,Yes,P,Inorganic ion transport and metabolism,dps,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005623,GO:0006950,GO:0008150,GO:0008199,GO:0009289,GO:0009295,GO:0009605,GO:0009991,GO:0031667,GO:0042594,GO:0042802,GO:0042995,GO:0043167,GO:0043169,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0097159,GO:1901363",ko:K04047,-,-,-
ybhF,core,Yes,P,Inorganic ion transport and metabolism,ybhF,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006855,GO:0008150,GO:0015562,GO:0015893,GO:0016020,GO:0022857,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944",ko:K01990,-,M00254,-
ybhP,core,Yes,L,Replication and repair,ybhP,-,-,-,-,-
ybhL,core,Yes,S,Function Unknown,ybhL,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",ko:K06890,-,-,-
moaE,core,Yes,H,Coenzyme metabolis,moaE,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006732,GO:0006753,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0016740,GO:0016782,GO:0016783,GO:0018130,GO:0019538,GO:0019637,GO:0019693,GO:0019720,GO:0030366,GO:0032324,GO:0034641,GO:0042278,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657",ko:K03635,"ko00790,ko01100,ko04122,map00790,map01100,map04122",-,R09395
moaC,core,Yes,H,Coenzyme metabolis,moaC,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016043,GO:0016829,GO:0016849,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0022607,GO:0034214,GO:0042802,GO:0043170,GO:0043545,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0051259,GO:0061799,GO:0065003,GO:0071704,GO:0071840,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",ko:K03637,"ko00790,ko01100,ko04122,map00790,map01100,map04122",-,R11372
modC,core,Yes,P,Inorganic ion transport and metabolism,modC,"GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008144,GO:0008150,GO:0008509,GO:0015075,GO:0015098,GO:0015103,GO:0015318,GO:0015399,GO:0015405,GO:0015412,GO:0015689,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043225,GO:0043492,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0097159,GO:0097367,GO:0098656,GO:0099133,GO:1901265,GO:1901363",ko:K02017,"ko02010,map02010",M00189,-
galT,core,Yes,C,Energy production and conversion,galT,"GO:0003674,GO:0003824,GO:0004335,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006012,GO:0006793,GO:0006796,GO:0008108,GO:0008150,GO:0008152,GO:0008198,GO:0008270,GO:0009056,GO:0009987,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016779,GO:0019200,GO:0019318,GO:0019320,GO:0019388,GO:0033499,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046835,GO:0046872,GO:0046914,GO:0070569,GO:0071704,GO:1901575",ko:K00965,"ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917","M00362,M00554,M00632",R00955
gpmA,core,Yes,F,Nucleotide metabolism and transport,gpmA,"GO:0003674,GO:0003824,GO:0004619,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009894,GO:0009987,GO:0010675,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0031323,GO:0031329,GO:0032787,GO:0034248,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0043455,GO:0043456,GO:0043470,GO:0043471,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046538,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902031",ko:K01834,"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230","M00001,M00002,M00003",R01518
pal,core,Yes,M,Cell wall/membrane/envelop biogenesis,pal,"GO:0005575,GO:0005623,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0032153,GO:0044425,GO:0044462,GO:0044464,GO:0051301,GO:0071944,GO:0098552",ko:K03640,-,-,-
tolR,core,Yes,U,Intracellular trafficing and secretion,tolR,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0015833,GO:0015893,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032153,GO:0042221,GO:0042493,GO:0042886,GO:0042891,GO:0043213,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",ko:K03560,-,-,-
sucD_1,core,Yes,C,Energy production and conversion,sucD,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009361,GO:0009987,GO:0016310,GO:0019538,GO:0032991,GO:0036211,GO:0042709,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0046777,GO:0071704,GO:1901564,GO:1902494",ko:K01902,"ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00173,M00374,M00620","R00405,R02404"
sucC_1,core,Yes,F,Nucleotide metabolism and transport,sucC,"GO:0003674,GO:0003824,GO:0004774,GO:0004775,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009361,GO:0009987,GO:0015980,GO:0016874,GO:0016877,GO:0016878,GO:0016999,GO:0017144,GO:0019752,GO:0032991,GO:0042709,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045333,GO:0055114,GO:0071704,GO:0072350,GO:1902494",ko:K01903,"ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00173,M00374,M00620","R00405,R02404"
sdhB,core,Yes,C,Energy production and conversion,sdhB,"GO:0000104,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016627,GO:0016999,GO:0017144,GO:0019752,GO:0022900,GO:0022904,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0048037,GO:0051536,GO:0051537,GO:0051538,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072350,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204",ko:K00240,"ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00149,M00173,M00374,M00376",R02164
sdhD,core,Yes,C,Energy production and conversion,sdhD,"GO:0000104,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016491,GO:0016627,GO:0016999,GO:0017004,GO:0017144,GO:0019752,GO:0020037,GO:0022607,GO:0022900,GO:0032991,GO:0034622,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0046906,GO:0048037,GO:0055114,GO:0065003,GO:0070469,GO:0070470,GO:0071704,GO:0071840,GO:0071944,GO:0072350,GO:0097159,GO:0098796,GO:0098797,GO:0098803,GO:1901363,GO:1902494,GO:1990204",ko:K00242,"ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00149,M00173",R02164
gltA,core,Yes,C,Energy production and conversion,gltA,"GO:0003674,GO:0003824,GO:0004108,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0019752,GO:0036440,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046912,GO:0055114,GO:0071704,GO:0072350",ko:K01647,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230","M00009,M00010,M00012,M00740",R00351
pgm,core,Yes,G,Carbohydrate metabolism and transport,pgm,"GO:0000271,GO:0003674,GO:0003824,GO:0004614,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0005996,GO:0006006,GO:0006012,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016052,GO:0016853,GO:0016866,GO:0016868,GO:0019318,GO:0019320,GO:0019388,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0055114,GO:0071704,GO:1901575,GO:1901576",ko:K01835,"ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130",M00549,"R00959,R01057,R08639"
seqA,core,Yes,L,Replication and repair,seqA,"GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006275,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008156,GO:0009314,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010385,GO:0010556,GO:0010558,GO:0010605,GO:0016043,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0030174,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032297,GO:0032991,GO:0032993,GO:0042802,GO:0043565,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044729,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051259,GO:0051260,GO:0051262,GO:0051276,GO:0051289,GO:0060255,GO:0065003,GO:0065007,GO:0071840,GO:0080090,GO:0090143,GO:0090329,GO:0097159,GO:0098813,GO:1901363,GO:1990097,GO:1990837,GO:2000104,GO:2000112,GO:2000113",ko:K03645,-,-,-
fldA,core,Yes,C,Energy production and conversion,fldA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",ko:K03839,-,-,-
fur,core,Yes,K,Transcription,fur,"GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0043167,GO:0043169,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046872,GO:0046914,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",ko:K03711,-,-,-
ygbI_1,shell,Yes,K,Transcription,ygbI,-,-,-,-,-
